app_name,release_year,item_id,developer,Action,Adventure,Animation &amp; Modeling,Audio Production,Casual,Design &amp; Illustration,Early Access,Education,Free to Play,Indie,Massively Multiplayer,Photo Editing,RPG,Racing,Simulation,Software Training,Sports,Strategy,Utilities,Video Production,Web Publishing
Pushcat,2015,308440,Zut games,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"War, the game",2015,322900,Gabbergames.com,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Alphadia genesis,2015,323450,Exe-create,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Warhammer quest - deluxe pack items,2015,334740,"Twistplay,rodeo games",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Warhammer quest,2015,326670,"Rodeo games,twistplay",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Lucid awakening 2,2015,340400,Momiji studios,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Sky gamblers: storm raiders,2015,304910,Atypical games,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Tropico 5 - surfs up!,2015,306395,Haemimont games,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
Grav,2015,332500,"Bitmonster, inc.",1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Cubot,2015,340280,Nicolas pierre-loti-viaud,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Duplicity ~beyond the lies~,2011,335690,Roseverte,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
ルナティックドーン 前途への道標,2015,335420,Artdink,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ルナティックドーン レジェンドパック,2015,338070,Artdink,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Train simulator: london overground class 378 'capitalstar' emu add-on,2015,258663,Dovetail games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
栄冠は君に レジェンドパック,2015,338100,Artdink,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Blasted fortress,2013,339500,Dapper swine,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A列車で行こう8,2008,338080,Artdink,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
X-plane 10 addon - aerosoft - airport wilmington,2015,325131,Drawbridge designs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Brick-force: navy soldier dlc,2015,338661,Exe games inc.,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The depths of tolagal,2014,340600,Matthew jennings,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
Towers of altrac - epic defense battles,2015,333660,"Jsmael stieger,manuel stieger,andreas stieger",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Ninja guy,2015,340630,Immunity studios,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Project aura,2015,305940,Pixel quality games,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
Solar war,2013,340880,Snipefish entertainment,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
One late night: deadline,2014,337880,Black curtain studio,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Ukrainian ninja,2014,339000,"Michael kissinger,marco hulden,shaun egan,joshua marks,denys ovsiannykov",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dwarf tower,2014,335100,Iosoftware,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Redux: dark matters - complete soundtrack,2014,338480,Ktx software,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Starwalker,2018,339820,Mp game studios,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Karos,2014,337410,Galaxy gate,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Nameless ~the one thing you must recall~,2013,337930,"Sujin ri,yunjeong yun,hyein go,minsu ock,marcos arroyo,seona lee,sohyeon jeon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Shovel knight: treasure trove soundtrack collection,2014,339330,Yacht club games,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Into blue valley,2014,334980,Ryan javanshir,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Roundabout,2014,303430,No goblin,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Silverquest: gaiden,2014,333380,Wolfgame,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Xsyon - prelude,2014,297470,Notorious games,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
Star nomad,2014,338830,Huy phan,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
Sportsfriends,2014,277850,Die gute fabrik,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Chronicles of a dark lord: episode 1 tides of fate complete,2014,336280,Kisareth studios,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Depth hunter 2: scuba kids - hidden treasures,2014,331300,Biart company llc,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Check vs. mate - dark desert dlc,2014,339620,Targem games,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Alchemy mysteries: prague legends,2014,326190,Jetdogs studios,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The repopulation,2014,322300,If studios,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
Sentinels of the multiverse,2014,337150,Handelabra games inc.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Sanctuaryrpg: black edition ost,2014,338770,Black shell games,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
Pilot brothers,2014,336760,1c wireless,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brick-force: black knight dlc,2014,338650,Exe games inc.,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Space hulk ascension - imperial fist,2014,335260,Full control studios,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
X-plane 10 addon - carenado - c208b grand caravan,2014,325135,Carenado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Outcast 1.1,2014,336610,Fresh3d,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Elastrix,2014,336700,Hyper hippo games,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Microsoft flight simulator x: steam edition,2006,314160,Microsoft game studios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Star traders: 4x empires,2014,334270,Trese brothers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
Vagante,2014,323220,Nuke nine,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Rime berta,2014,312600,Next-soft+,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Shadows: heretic kingdoms - official soundtrack,2014,334090,Games farm,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Tropico 5 - waterborne,2014,284440,Haemimont games,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
Marvin's mittens,2014,333260,Breakfall,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ultimate vault hunter upgrade pack: the holodome onslaught,2014,289881,"2k australia,gearbox software,aspyr (mac,linux)",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Shock drop slaughter pit,2014,289880,"2k australia,gearbox software,aspyr (mac, linux)",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Back to life 3,2014,335570,Carlo d'apostoli projects,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The king of fighters '98 ultimate match final edition,2014,222420,"Snk corporation,code mystics",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dream tale,2014,337450,Green lava studios,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Middle-earth: shadow of mordor - lord of the hunt,2014,318390,"Monolith productions, inc.,feral interactive (mac),feral interactive (linux)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sky mercenaries,2014,336090,Polarityflow,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ascension: deckbuilding game,2014,320430,"Playdek, inc.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Clash of puppets,2014,325870,Drakkar dev,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Total war: rome ii - wrath of sparta campaign pack,2014,327280,Creative assembly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Wakfu - jiva pack,2014,336660,Ankama studio,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
Last inua,2014,331980,Glowforth,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The talos principle - prototype dlc,2014,322022,Croteam,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The talos principle - bonus content,2014,322021,Croteam,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dangerous,2014,302570,Binary helix,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
The talos principle,2014,257510,Croteam,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The talos principle - soundtrack,2014,322020,Croteam,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Xeodrifter™,2014,319140,Renegade kid,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
X rebirth: the teladi outpost,2014,325580,Egosoft,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Mount & blade: warband - viking conquest reforged edition,2014,321300,Brytenwalda,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
Brick-force,2012,335330,Exe games inc.,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The game of gnomes,2014,277754,Dovetail games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
It's a wipe!,2014,330620,"Parody games, llc",0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
Run or die,2014,325150,Team flow,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dcs: bf 109 k-4 kurfürst,2014,316960,Eagle dynamics sa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Blazblue: continuum shift extend,2014,294810,Arc system works,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Redux: dark matters,2014,336930,Ktx software,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"About love, hate and the other ones",2014,277680,Black pants studio,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Oblivious garden ~carmina burana,2014,323490,"Corypheesoft,digitalez",0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The original strife: veteran edition,1996,317040,Rogue entertainment,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Nanofights,2014,335890,Quantumfrog,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Words for evil,2014,335790,Dylan loney,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Alltynex second,2014,283840,Siter skain,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Farming simulator 15 - itrunner,2014,335290,Giants software,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Kamui,2014,283820,Siter skain,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Kamui original soundtrack,2014,336870,Siter skain,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Alltynex second original soundtrack,2014,336860,Siter skain,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sinking island,2007,333430,White birds productions,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dokuro,2014,317840,"Game arts co., ltd.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Electronic super joy - a hot sticky mess dlc,2014,317770,Michael todd games,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cargo 3,2014,318690,Vinci games,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Euro truck simulator 2 - raven truck design pack,2014,318521,Scs software,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Lara croft and the temple of osiris™,2014,289690,Crystal dynamics,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
School of dragons,2014,332070,"Jumpstart games, inc.",0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Starmade,2014,244770,"Schine, gmbh",1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0
Dead state: reanimated,2014,239840,Doublebear productions,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
Deadnaut,2014,337040,Screwfly studios,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
Skilltree saga,2014,315320,Silent dreams,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Braveland wizard,2014,333880,Tortuga team,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
Dungeon shooter 2,2013,335440,Rabid design studios,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Hegemony rome: the rise of caesar - advanced tactics pack,2014,308172,Longbow games,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
Qr champions: jump start tournament,2014,327840,Gameart studio gmbh,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
Carmageddon tdr 2000,2000,331650,Torus games,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Fight the dragon,2014,250560,3 sprockets,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Club manager 2015,2014,326630,Bigblaze games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
Demon hunter: chronicles from beyond,2014,330990,Brave giant ltd,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fat chicken,2014,325860,"Mighty rabbit studios,relevant games",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Frontline : longest day,2014,312400,88mm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Basketbelle,2014,329690,Studio bean,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Middle-earth: shadow of mordor - flame of anor rune,2014,313375,"Monolith productions, inc.,feral interactive (mac),feral interactive (linux)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middle-earth: shadow of mordor - flesh burners warband,2014,318414,"Monolith productions, inc.,feral interactive (mac),feral interactive (linux)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yury,2014,321950,Cubic pie,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dungeonmans,2014,288120,Adventurepro games llc,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
Imagine me,2014,265670,Kinifigames llc,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Flyhunter origins,2014,300620,Steel wool games,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1953: nato vs warsaw pact,2014,325470,Wastelands interactive,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Adventurer manager,2014,280320,Vigilant addiction studios,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Adventurer manager - original soundtrack,2014,295560,Vigilant addiction studios,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
Corto maltese - secrets of venice,2014,310460,Kids up hill,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thief town,2014,331220,Glass knuckle games,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Leona's tricky adventures - official soundtrack,2014,333720,Ktx software,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Assassin’s creed unity revolutionary armaments pack,2014,324331,Ubisoft,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bombing bastards,2014,314220,Sanuk games,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Rift's cave,2014,335210,Frost earth studio,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Fault - milestone one,2013,286260,Alice in dissonance,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cubez,2014,314300,Imaekgames [imaek limited],1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Neocolonialism,2014,333540,"Subaltern games, llc",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
Foresight,2014,315080,Strides interactive,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
The crew™,2014,241560,Ivory tower in collaboration with ubisoft reflections,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
The crew™ season pass,2014,315396,Ivory tower in collaboration with ubisoft reflections,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Magnifico,2014,320400,Mixel,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Red faction: guerrilla soundtrack,2014,336170,"Volition,reactor zero,thq nordic",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Game of thrones - a telltale games series,2014,330840,Telltale games,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lumino city,2014,205020,State of play games,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Omsi 2 add-on three generations,2014,299350,Darius bode,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1quest,2014,332710,"Ratz 'n' godz,storybird games",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Potatoman seeks the troof,2014,328500,Pixeljam,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The old city: leviathan,2014,297350,Postmod softworks,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Rugby union team manager 2015,2014,328830,Alternative software ltd,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
Mxgp - the official motocross videogame compact,2014,336010,Milestone s.r.l.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
Myths of orion: light from the north,2014,288670,Cateia games,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Euro truck simulator 2 - christmas paint jobs pack,2014,318520,Scs software,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Quantum rush champions,2014,317440,Gameart studio gmbh,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0
Middle-earth: shadow of mordor - deadly archer rune,2014,313374,"Monolith productions, inc.,feral interactive (mac),feral interactive (linux)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geometry wars™ 3: dimensions evolved,2014,310790,"Lucid games,aspyr (mac &amp; linux)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tales from the borderlands,2014,330830,Telltale games,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fallen enchantress: legendary heroes - battlegrounds dlc,2014,333040,Stardock entertainment,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
Instant dungeon!,2014,326720,With the love studios,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Chucks challenge 3d: happy holidays dlc,2014,333700,Niffler ltd.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Feel-a-maze,2014,333870,Five archers games,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Guns and robots - epic pack,2014,331892,Masthead studios ltd,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
Ilamentia,2014,334710,Anthony case,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Beginner's package,2013,322510,Io entertainment,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Star hero summon scroll,2013,330240,Io entertainment,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Rage berserker's perfect package,2013,330230,Io entertainment,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Lost saga na,2013,266150,Io entertainment,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Akaneiro: demon hunters,2014,230310,Spicy horse,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
Space salvager,2014,319210,Sam albon,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Fireworks simulator,2014,323780,Reality twist gmbh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Warhammer 40,000: armageddon",2014,312370,"Flashback games,the lordz games studio",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Snowcat simulator,2014,273860,United independent entertainment gmbh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Croixleur sigma original soundtrack,2014,331230,Souvenir circ.,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ether vapor remaster original soundtrack,2014,331250,Edelweiss,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fairy bloom freesia original soundtrack,2014,331260,Edelweiss,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Exceed 2nd - vampire rex original soundtrack,2014,334520,Tennen-sozai,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The jackbox party pack,2014,331670,"Jackbox games, inc.",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Exceed - gun bullet children original soundtrack,2014,334510,Flat software,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Goat simulator: original soundtrack,2014,335350,Coffee stain studios,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
The labyrinth of time,1993,266980,Terra nova development,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inherit the earth: quest for the orb,1994,257260,The dreamers guild,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Exceed 3rd - jade penetrate black package original soundtrack,2014,334530,Tennen-sozai,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cloudbuilt - defiance,2014,330730,Coilworks,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Motorama,2014,327010,251 games,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Magical battle festa,2014,292480,Fly system,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Final rush,2014,263480,Strike games,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
X-plane 10 addon - aerosoft - airport mykonos,2014,325130,Icarus development team,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Level up!,2014,332150,Ranmantaru games,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Rollers of the realm,2014,262470,Phantom compass,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Middle-earth: shadow of mordor - skull crushers warband,2014,318412,"Monolith productions, inc.,feral interactive (mac),feral interactive (linux)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middle-earth: shadow of mordor - hidden blade rune,2014,313373,"Monolith productions, inc.,feral interactive (mac),feral interactive (linux)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Airline tycoon deluxe,1998,331920,Spellbound ag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Stuntmania reloaded,2014,324750,Sector3 games,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Miko gakkou: second year,2014,331290,Xinoro,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cinemaware anthology: 1986-1991,2014,326590,Cinemaware,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
The sun and moon,2014,321560,Daniel linssen,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Frozen synapse prime,2014,328600,Double eleven,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Frozen synapse prime - soundtrack,2014,332340,Double eleven,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Lords of xulima - the talisman of golot,2014,298880,Numantian games,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
This war of mine,2014,282070,11 bit studios,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Lords of xulima - special digital rewards,2014,319290,Numantian games,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Lords of xulima,2014,296570,Numantian games,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Bloons td 5,2014,306020,Ninja kiwi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Voice of pripyat,2014,269530,Slav pankratov,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
