developer,sentiment_analysis
"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",2
"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",2
"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",1
"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",2
"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",1
"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",1
"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",2
"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",2
"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",2
"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",1
"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",2
"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",0
"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",2
"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",2
"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",2
"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",1
"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",2
"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",0
"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",2
"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",1
"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",0
"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",1
"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",2
"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",2
"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",0
"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",1
"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",1
"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",2
"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",2
"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",1
"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",2
"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",2
Going Loud Studios,1
Going Loud Studios,1
Going Loud Studios,1
Going Loud Studios,1
Going Loud Studios,1
Going Loud Studios,1
Going Loud Studios,1
Going Loud Studios,1
Going Loud Studios,1
Going Loud Studios,1
Going Loud Studios,1
Going Loud Studios,2
Going Loud Studios,2
Going Loud Studios,1
Going Loud Studios,2
Going Loud Studios,2
Going Loud Studios,1
Going Loud Studios,1
Going Loud Studios,2
Going Loud Studios,2
Going Loud Studios,2
Going Loud Studios,2
Going Loud Studios,1
Going Loud Studios,2
Going Loud Studios,2
Going Loud Studios,0
Going Loud Studios,2
Puppygames,1
Puppygames,2
Puppygames,2
Team17 Digital Ltd,0
Team17 Digital Ltd,2
Team17 Digital Ltd,2
Team17 Digital Ltd,1
Team17 Digital Ltd,1
Team17 Digital Ltd,1
The Men Who Wear Many Hats,1
The Men Who Wear Many Hats,1
The Men Who Wear Many Hats,1
The Men Who Wear Many Hats,2
The Men Who Wear Many Hats,2
Rovio Entertainment Ltd,2
Rovio Entertainment Ltd,1
Scs Software,0
Scs Software,2
Scs Software,1
Scs Software,1
Scs Software,1
Scs Software,1
Scs Software,1
City Interactive,1
City Interactive,1
City Interactive,1
City Interactive,1
City Interactive,1
City Interactive,1
City Interactive,2
City Interactive,1
City Interactive,2
City Interactive,1
City Interactive,1
City Interactive,0
City Interactive,2
City Interactive,1
Cyanide Studio,1
Gaijin Games,2
Gaijin Games,2
Gaijin Games,2
Gaijin Games,2
Gaijin Games,2
Gaijin Games,1
Gaijin Games,1
Gaijin Games,1
Gaijin Games,2
Gaijin Games,2
Gaijin Games,2
Gaijin Games,1
Gaijin Games,0
Gaijin Games,2
Gaijin Games,2
Nadeo,0
Nadeo,1
Nadeo,2
Star Gem Inc.,2
Star Gem Inc.,0
Star Gem Inc.,2
Star Gem Inc.,2
Star Gem Inc.,1
Star Gem Inc.,1
Star Gem Inc.,2
Star Gem Inc.,2
Star Gem Inc.,1
Star Gem Inc.,1
Star Gem Inc.,2
Star Gem Inc.,2
Star Gem Inc.,2
Star Gem Inc.,2
Star Gem Inc.,1
Star Gem Inc.,2
Star Gem Inc.,2
Star Gem Inc.,2
Star Gem Inc.,1
Star Gem Inc.,1
Star Gem Inc.,2
Star Gem Inc.,2
Star Gem Inc.,1
Star Gem Inc.,0
Star Gem Inc.,1
Star Gem Inc.,2
Star Gem Inc.,1
Star Gem Inc.,1
Star Gem Inc.,1
Star Gem Inc.,1
Star Gem Inc.,2
Star Gem Inc.,0
Star Gem Inc.,1
Star Gem Inc.,2
Star Gem Inc.,0
Star Gem Inc.,2
Star Gem Inc.,2
Star Gem Inc.,0
Star Gem Inc.,1
Ngd Studios,2
Ngd Studios,1
Ngd Studios,1
Ngd Studios,1
Ngd Studios,1
Ngd Studios,1
Rebellion,1
Rebellion,2
Rebellion,1
Rebellion,1
Rebellion,2
Rebellion,1
Rebellion,1
Rebellion,1
Rebellion,1
Rebellion,1
Rebellion,0
Rebellion,2
Rebellion,2
Rebellion,1
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",0
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",0
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",0
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",0
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",0
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",0
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",0
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",0
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",0
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",0
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",0
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",0
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",0
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",0
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",0
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",0
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",0
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",0
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",1
Arrowhead Game Studios,2
Arrowhead Game Studios,1
Arrowhead Game Studios,1
Arrowhead Game Studios,1
Arrowhead Game Studios,2
Arrowhead Game Studios,0
Arrowhead Game Studios,1
Arrowhead Game Studios,1
Bohemia Interactive,1
Bohemia Interactive,2
Bohemia Interactive,2
Bohemia Interactive,2
Bohemia Interactive,1
Bohemia Interactive,2
Bohemia Interactive,2
Bohemia Interactive,2
Bohemia Interactive,1
Bohemia Interactive,2
Bohemia Interactive,2
Bohemia Interactive,2
Bohemia Interactive,2
Bohemia Interactive,2
Bohemia Interactive,2
Bohemia Interactive,2
Bohemia Interactive,2
Bohemia Interactive,0
Bohemia Interactive,2
Bohemia Interactive,2
Bohemia Interactive,2
Bohemia Interactive,1
Bohemia Interactive,2
Bohemia Interactive,0
"Ty Taylor And Mario Castañeda,The Quantum Astrophysicists Guild",1
"Ty Taylor And Mario Castañeda,The Quantum Astrophysicists Guild",2
"Ty Taylor And Mario Castañeda,The Quantum Astrophysicists Guild",2
"Ty Taylor And Mario Castañeda,The Quantum Astrophysicists Guild",0
"Ty Taylor And Mario Castañeda,The Quantum Astrophysicists Guild",2
"Ty Taylor And Mario Castañeda,The Quantum Astrophysicists Guild",2
"Ty Taylor And Mario Castañeda,The Quantum Astrophysicists Guild",2
Stoic,1
Double Fine Productions,1
Double Fine Productions,0
Double Fine Productions,2
Double Fine Productions,1
Double Fine Productions,1
Double Fine Productions,2
Double Fine Productions,2
Double Fine Productions,0
Double Fine Productions,1
Double Fine Productions,2
Double Fine Productions,2
Double Fine Productions,0
Double Fine Productions,1
Double Fine Productions,0
Double Fine Productions,0
Double Fine Productions,1
Double Fine Productions,0
Double Fine Productions,0
Double Fine Productions,1
Double Fine Productions,1
Double Fine Productions,1
Double Fine Productions,1
Double Fine Productions,2
Double Fine Productions,1
Sector3 Studios,0
Sector3 Studios,1
Sector3 Studios,0
Sector3 Studios,0
Sector3 Studios,1
Sector3 Studios,2
Sector3 Studios,2
Sector3 Studios,2
Sector3 Studios,0
Sector3 Studios,0
Sector3 Studios,1
Sector3 Studios,1
Sector3 Studios,1
Sector3 Studios,0
Sector3 Studios,1
Sector3 Studios,2
Sector3 Studios,0
Sector3 Studios,2
Sector3 Studios,2
Sector3 Studios,2
Sector3 Studios,2
G-Trax,1
Nihon Falcom,0
Cyanide Montreal,0
Cyanide Montreal,1
Ed Key And David Kanaga,0
Ed Key And David Kanaga,2
Ed Key And David Kanaga,1
Ed Key And David Kanaga,1
Ed Key And David Kanaga,1
Ed Key And David Kanaga,1
Ed Key And David Kanaga,2
Ed Key And David Kanaga,0
Ed Key And David Kanaga,2
Ed Key And David Kanaga,2
Sumo Digital,2
Sumo Digital,1
Sumo Digital,1
Sumo Digital,2
Sumo Digital,1
Sumo Digital,2
Sumo Digital,1
Sumo Digital,1
Sumo Digital,1
Sumo Digital,2
Sumo Digital,1
Sumo Digital,1
Sumo Digital,1
Sumo Digital,2
Sumo Digital,1
Sumo Digital,1
Sumo Digital,1
Sumo Digital,1
Sumo Digital,2
Sumo Digital,2
Sumo Digital,2
Sumo Digital,2
Sumo Digital,1
Sumo Digital,2
Sumo Digital,2
Sumo Digital,1
Sumo Digital,0
Sumo Digital,2
Sumo Digital,1
Sumo Digital,1
Sumo Digital,1
Sumo Digital,1
Sumo Digital,2
Sumo Digital,2
Sumo Digital,1
Sumo Digital,1
Sumo Digital,1
Alexander Bruce,1
Alexander Bruce,1
Alexander Bruce,0
Alexander Bruce,0
Alexander Bruce,2
Alexander Bruce,2
Alexander Bruce,2
Alexander Bruce,0
Alexander Bruce,2
Alexander Bruce,2
Alexander Bruce,2
Alexander Bruce,1
Alexander Bruce,1
Alexander Bruce,2
Alexander Bruce,2
Alexander Bruce,2
Alexander Bruce,1
Alexander Bruce,0
Alexander Bruce,1
Alexander Bruce,1
Alexander Bruce,1
Alexander Bruce,1
Alexander Bruce,0
Alexander Bruce,2
Alexander Bruce,1
Alexander Bruce,0
Alexander Bruce,0
Alexander Bruce,1
Alexander Bruce,1
Alexander Bruce,0
Alexander Bruce,2
Alexander Bruce,1
Alexander Bruce,2
Alexander Bruce,2
Alexander Bruce,2
Alexander Bruce,1
Alexander Bruce,2
Alexander Bruce,1
Alexander Bruce,1
Alexander Bruce,2
Alexander Bruce,1
Alexander Bruce,1
Alexander Bruce,0
Alexander Bruce,2
Alexander Bruce,2
Alexander Bruce,1
Alexander Bruce,1
Alexander Bruce,1
Alexander Bruce,0
Alexander Bruce,2
Alexander Bruce,1
Haemimont Games,1
Haemimont Games,1
Haemimont Games,1
Haemimont Games,2
"Gearbox Software,Aspyr (Mac &Amp; Linux)",2
Rockstar Studios,2
Eightyeightgames,2
Eightyeightgames,1
Eightyeightgames,0
"Gearbox Software,Aspyr (Mac &Amp; Linux)",2
Paradox Development Studio,2
Paradox Development Studio,1
Paradox Development Studio,1
"Ubisoft Montreal, Massive Entertainment, And Ubisoft Shanghai",2
Scs Software,1
Scs Software,2
Scs Software,1
Scs Software,1
Scs Software,2
Scs Software,1
Scs Software,1
Scs Software,0
Scs Software,1
Scs Software,1
Scs Software,1
Scs Software,1
Scs Software,2
Scs Software,0
Scs Software,2
Scs Software,2
Scs Software,1
Scs Software,2
Scs Software,2
Scs Software,0
Scs Software,2
Scs Software,1
Scs Software,1
Scs Software,2
Scs Software,1
Scs Software,2
Scs Software,1
Scs Software,2
Scs Software,1
Scs Software,1
Scs Software,2
Scs Software,2
Scs Software,0
Scs Software,1
Scs Software,1
Scs Software,2
Scs Software,2
Scs Software,1
Scs Software,1
Scs Software,0
Scs Software,1
Scs Software,2
Scs Software,1
Scs Software,0
Scs Software,1
Scs Software,2
Scs Software,0
Scs Software,1
Scs Software,2
Scs Software,1
Scs Software,0
Scs Software,2
Scs Software,1
Scs Software,2
Scs Software,2
Scs Software,2
Scs Software,0
Scs Software,0
Scs Software,2
Scs Software,1
Scs Software,1
Scs Software,1
Scs Software,2
Scs Software,1
Scs Software,2
Scs Software,2
Scs Software,2
Scs Software,2
Scs Software,2
Scs Software,1
Scs Software,2
Scs Software,1
Scs Software,2
Scs Software,1
Scs Software,1
Scs Software,1
Scs Software,2
Scs Software,2
Scs Software,1
Scs Software,2
Scs Software,2
Scs Software,0
Scs Software,1
Scs Software,2
Scs Software,2
Scs Software,2
Scs Software,2
Scs Software,1
Scs Software,1
Scs Software,0
Scs Software,1
Scs Software,1
Scs Software,1
Scs Software,1
Scs Software,0
Scs Software,2
Scs Software,2
Scs Software,1
Scs Software,1
Scs Software,2
Scs Software,2
Scs Software,2
Scs Software,2
Scs Software,1
Scs Software,1
Scs Software,1
Scs Software,0
Scs Software,2
Scs Software,2
Beamdog,1
Beamdog,1
Beamdog,1
Beamdog,1
Beamdog,1
Skygoblin,0
Eyedentity Games Inc.,2
Eyedentity Games Inc.,2
Eyedentity Games Inc.,1
Eyedentity Games Inc.,0
Eyedentity Games Inc.,1
Eyedentity Games Inc.,2
Eyedentity Games Inc.,2
Eyedentity Games Inc.,2
Eyedentity Games Inc.,2
Eyedentity Games Inc.,2
Eyedentity Games Inc.,2
Eyedentity Games Inc.,1
Eyedentity Games Inc.,2
Eyedentity Games Inc.,2
Eyedentity Games Inc.,2
Eyedentity Games Inc.,1
Eyedentity Games Inc.,2
Eyedentity Games Inc.,1
Eyedentity Games Inc.,1
Eyedentity Games Inc.,2
Eyedentity Games Inc.,2
Eyedentity Games Inc.,2
Jagex Limited,0
Jagex Limited,1
Jagex Limited,2
Jagex Limited,2
Jagex Limited,1
Jagex Limited,0
Jagex Limited,0
Jagex Limited,1
Jagex Limited,1
Jagex Limited,0
Jagex Limited,0
Jagex Limited,0
Jagex Limited,1
Jagex Limited,0
Jagex Limited,0
Jagex Limited,1
Jagex Limited,1
Jagex Limited,1
Jagex Limited,1
Jagex Limited,1
Jagex Limited,1
Jagex Limited,2
Jagex Limited,1
Jagex Limited,2
Jagex Limited,2
Jagex Limited,1
Jagex Limited,1
Jagex Limited,0
Jagex Limited,2
Jagex Limited,1
Jagex Limited,2
Jagex Limited,2
Jagex Limited,2
Jagex Limited,2
Jagex Limited,0
Jagex Limited,1
Jagex Limited,1
Jagex Limited,1
Jagex Limited,2
Jagex Limited,1
Jagex Limited,2
Jagex Limited,2
Jagex Limited,1
Jagex Limited,1
Jagex Limited,2
Jagex Limited,1
Jagex Limited,1
Jagex Limited,1
Jagex Limited,0
Jagex Limited,2
Jagex Limited,1
Jagex Limited,1
Jagex Limited,2
Jagex Limited,2
Jagex Limited,2
Jagex Limited,0
Jagex Limited,0
Jagex Limited,2
Jagex Limited,2
Jagex Limited,2
Jagex Limited,0
Jagex Limited,1
Jagex Limited,0
Jagex Limited,2
Jagex Limited,2
Jagex Limited,0
Jagex Limited,1
Jagex Limited,2
Jagex Limited,1
Jagex Limited,1
Jagex Limited,2
Jagex Limited,1
Jagex Limited,1
Jagex Limited,2
Jagex Limited,2
Jagex Limited,2
Jagex Limited,1
Jagex Limited,0
Jagex Limited,1
Jagex Limited,2
Jagex Limited,1
Jagex Limited,0
Jagex Limited,1
Jagex Limited,2
Jagex Limited,0
Jagex Limited,2
Jagex Limited,0
Jagex Limited,0
Jagex Limited,2
Jagex Limited,1
Jagex Limited,2
Jagex Limited,2
Jagex Limited,2
Jagex Limited,2
Jagex Limited,1
Jagex Limited,1
Jagex Limited,1
Jagex Limited,2
Jagex Limited,1
Jagex Limited,1
Jagex Limited,1
Jagex Limited,0
Jagex Limited,2
Jagex Limited,1
Jagex Limited,1
Jagex Limited,1
Jagex Limited,0
Jagex Limited,1
Jagex Limited,1
Jagex Limited,1
Jagex Limited,2
Jagex Limited,2
Jagex Limited,1
Jagex Limited,2
Jagex Limited,2
Jagex Limited,1
Jagex Limited,1
Jagex Limited,1
Jagex Limited,1
Jagex Limited,2
Jagex Limited,1
Jagex Limited,0
Jagex Limited,1
Jagex Limited,0
Jagex Limited,2
Jagex Limited,2
Jagex Limited,0
Jagex Limited,1
Jagex Limited,1
Jagex Limited,1
Jagex Limited,1
Jagex Limited,1
Jagex Limited,1
Jagex Limited,2
Jagex Limited,0
Jagex Limited,2
Jagex Limited,1
Jagex Limited,0
Jagex Limited,1
Jagex Limited,1
Jagex Limited,1
Jagex Limited,1
Jagex Limited,1
Jagex Limited,1
Jagex Limited,2
Jagex Limited,1
Jagex Limited,2
Jagex Limited,2
Jagex Limited,0
Tiger Style,1
Daybreak Game Company,2
Crankshaft Games,1
Csr-Studios,0
Csr-Studios,1
Csr-Studios,1
Csr-Studios,2
Csr-Studios,0
Csr-Studios,2
Csr-Studios,1
Csr-Studios,2
Csr-Studios,1
Csr-Studios,2
Kadokawa,1
Kadokawa,2
Kadokawa,1
Kadokawa,2
Kadokawa,2
Kadokawa,2
Kadokawa,2
Kadokawa,2
Kadokawa,0
