user_id,playtime,item_id
76561198065162092,0,3920
76561198065162285,111,10
76561198065162964,13692,105600
8989489984,15528,240
76561198065164104,60128,240
Cirilodocrack,139,204360
76561198065166870,38,550
76561198065167391,145,35450
76561198065170483,0,8190
76561198065170849,169,730
Nekofurrys,2976,4000
76561198065174439,0,240
76561198065175731,6349,220200
76561198065183440,38,209870
76561198065183981,2799,42700
76561198065194571,300,33460
76561198065194867,0,48000
76561198065200972,13055,550
Jihadijohnmorelikejihadigone,8756,550
76561198065206282,1099,4000
76561198065207316,5258,4000
76561198065213595,3924,4000
76561198065216970,615,10180
76561198065219253,1615,4000
Tiddiesm80,526,30
Dayzahead,180,220
Gaskikes,1575,105600
76561198065225891,213,4000
76561198065227691,22038,4000
Soulfier,800,4000
420blazedondaweedguyz,315,10
Traviantrav,140,3320
76561198065231767,6669,240
76561198065232847,5128,4000
0827777,1043,209870
Masterofmildew,2004,4000
76561198065250382,29,3910
Cunninggorilla,617,240
76561198065259280,80,240
76561198065259832,909,4000
76561198065269662,85105,4000
76561198065271610,0,240
76561198065273359,705,4000
76561198065277893,204,41500
Shreddingscum,356,550
76561198065280859,69619,240
Zackedwards99,171,42910
76561198065283843,102,220
76561198065284581,1549,4000
76561198065297006,681,550
76561198065298604,4836,33900
76561198065312784,14376,4000
76561198065314050,8088,4000
76561198065315118,1691,550
76561198065316849,227,240
76561198065318141,438,240
76561198065319354,1376,730
76561198065319540,1892,240
Jnmbl,6442,4000
76561198065320076,40,209870
Supergizmo64,564,220
Corporalecho,1330,105600
76561198065323406,7219,4000
76561198065325029,63,211500
76561198065326032,617,240
Dahshroom,364,4000
Andybb3,0,92800
76561198065330706,197,730
76561198065331111,2403,4000
76561198065331313,717,220
Daszero,3282,240
76561198065333715,47995,240
76561198065335003,456,105600
Tyranntkun,0,70
Piggskin,906,240
76561198065337307,879,34030
76561198065338189,2359,4000
Abandonhopevii,272,400
Dmizetweak,629,113200
76561198065351104,187,10
6060548,14557,240
76561198065360848,155,4000
76561198065362504,0,42500
Turtleermit,1462,620
Poom164lol,2376,4000
76561198065368204,743,240
76561198065370498,224,4000
Mysteryperson2121,1170,4000
76561198065372200,938,105600
76561198065375957,986,550
Mr10166,416,50
Divinationgamingau,4346,55230
76561198065377325,1757,550
Semendemen,511,240
76561198065379054,3416,620
76561198065381278,7000,4000
76561198065382513,3284,240
76561198065383215,103,400
76561198065384340,431,4000
434546464,1456,110800
76561198065386712,288,4000
76561198065389308,2122,240
76561198065389357,282,240
Th3piedpiper,44,240
76561198065392001,33,4000
_alien,8668,4000
76561198065393275,209,4000
76561198065393901,190,4000
76561198065395697,904,224540
76561198065399040,0,2500
Steamchilenico,75850,10
Melonman374,1275,240
76561198065411346,6,240
76561198065412334,17114,105600
76561198065412396,5935,105600
Scorpionson98,0,47410
76561198065416360,5366,9450
76561198065416634,0,20
Alphasniperta2,749,4000
76561198065420668,0,104700
Getgudlol,44,240
76561198065423408,53,70
76561198065424228,120,4000
76561198065426720,137,220
76561198065427146,9875,4000
76561198065427296,5333,105600
Gamersnz404,8709,4000
Walterpinkmanmethmeth,37,113200
76561198065429967,1960,620
76561198065432658,18347,105600
76561198065434388,592,105600
76561198065436279,170,200010
76561198065437164,420,220
Oscarsuperhero,405,220
76561198065438445,571,10
76561198065438805,276,400
Thehelloadg,1477,4000
76561198065440348,3427,4000
76561198065440703,2620,240
76561198065442716,342,22370
76561198065445229,1210,207610
76561198065445792,2219,550
Catalasae,861,4000
Toruxas,4410,4000
76561198065449181,755,57300
76561198065450409,2701,240
Cocklads,76,3830
76561198065451953,151,4000
76561198065453131,40,200210
76561198065454160,857,1250
76561198065459329,3127,240
Camblam94,1456,4000
Niggahueboy,96,17710
Twillwolf,1031,4000
76561198065473522,2518,620
Inabakyou,208,8980
76561198065478709,301,4000
76561198065480864,5302,4000
76561198065481843,0,38700
76561198065482202,907,42910
76561198065483783,747,240
Eternalblast1,340,13530
Lol-13-christo,1,37400
76561198065486354,8,92100
Invaderozdlxx,258,10
76561198065489132,1591,4000
76561198065490116,0,9480
76561198065493192,1808,8190
76561198065494354,322,227940
76561198065494536,1791,4000
Ej908,424,220
76561198065501715,976,113200
76561198065502779,51,240
Saiyansparta,55,220
Chrisii9,164,12120
Unkinkedsmeat96,701,4000
76561198065507015,50678,4000
76561198065507239,59,240
76561198065509792,436,550
76561198065509847,4584,3390
76561198065509945,96358,105600
76561198065516619,0,2400
76561198065517231,3387,550
B15ad,28,240
Torvexinator,5730,4000
76561198065524829,143,220
76561198065530822,682,620
Jake2241,1892,304930
76561198065540830,2,22350
76561198065542848,2181,220
76561198065543534,0,26800
76561198065543802,67,550
Mightyalexander,16115,4000
76561198065547526,0,220
76561198065556158,63,240
76561198065557256,1449,240
76561198065558401,3277,113200
76561198065559914,32,113400
76561198065560065,1187,33930
76561198065560212,1109,4000
76561198065562048,702,4000
76561198065563256,82,55100
76561198065563419,526,240
Russelcoightsallaussieadventures,1021,4000
76561198065566773,4451,55150
Abnertf21,1163,10180
76561198065574640,83,550
76561198065575065,0,70
76561198065576802,0,1500
76561198065584516,1364,4760
76561198065584706,3706,105600
76561198065591486,720,620
76561198065596988,0,400
76561198065598096,244,4000
Shadowz45,295,10180
76561198065598964,4659,620
76561198065600966,2879,105600
76561198065601268,295,240
76561198065602905,362,6060
76561198065604263,1984,4000
76561198065606007,638,240
Azedeiel,8150,4000
76561198065613766,2030,220
76561198065614463,129,4000
76561198065622329,1838,10500
76561198065626694,399,1250
Syphillissam,411,220
76561198065633680,0,220
Itsmymommasrecipe,124,300
76561198065635892,159,70
76561198065639673,790,4000
Raiyuna,29,113200
76561198065652358,671,550
76561198065652533,43,211500
Nikitajeppesen,23,4000
76561198065656256,3,32800
76561198065659247,832,4000
76561198065661042,9521,4000
76561198065663723,296,300
76561198065663843,152,70
76561198065668665,11424,4000
76561198065673011,16994,730
76561198065673704,0,10
Angeldesu,1067,12120
76561198065676365,289,240
Prestigiousprussian,815,4700
76561198065681579,0,212070
76561198065689626,1127,113200
76561198065695440,7,300
76561198065696849,13092,4000
76561198065697781,127,4700
76561198065699448,4,10
Awsomepeople,3132,55230
76561198065701302,0,15620
76561198065702678,96,4000
76561198065702704,1738,55230
76561198065702751,1949,42910
Danishrocker,15958,550
Exiled-lynx,355,730
76561198065709202,14588,240
76561198065711375,65,400
76561198065713547,1094,620
76561198065714167,6823,4000
76561198065718885,31,203160
Rangalocks,10,300
76561198065723606,6896,240
4bigs,4773,105600
Arrick,5970,4000
Butterflynife,214,300
Minburra,518,240
Table_,6464,1250
735102120,243,730
76561198065731671,1591,105600
76561198065737772,73,10
76561198065743925,329,41500
76561198065746928,462,4000
Dalash,32,4760
Jeannogueira01,1574,4000
76561198065748614,74,220
Jjarod,127,550
76561198065753980,1192,4000
76561198065754112,5459,4000
76561198065755120,48,42700
76561198065756657,1055,4000
76561198065758093,405,4000
76561198065758466,0,32900
Jaketaylor2566,396,113200
76561198065763437,577,500
76561198065765216,1079,400
76561198065766333,687,550
76561198065768035,103,113200
76561198065769635,621,105600
Idowhatido,3937,4000
Pixlpaintr,36,220
76561198065772723,979,620
76561198065774957,73,240
Milolego,1823,4000
76561198065777833,3209,620
76561198065778096,37,4000
Cheeseface92,25707,240
76561198065778823,223,400
76561198065779563,0,4000
76561198065781107,17,8190
76561198065784909,49341,4000
Swift5858,77,220
Troll_zz2,52637,730
Terrorismisfunny,4147,4000
Thisismygamertag,512,620
76561198065808622,2711,105600
76561198065810156,935,105600
76561198065816242,525,550
76561198065816760,10610,4000
76561198065819259,2132,32800
Chelsea160402,0,264380
76561198065820911,0,20900
Sebastian7789,619,4000
76561198065828015,19362,113200
76561198065830955,545,6020
76561198065831761,7202,34030
Prosnipercorey,169,220
76561198065833487,695,240
76561198065833733,18878,4000
Dankscopingmemes911,915,4000
76561198065834767,1946,620
76561198065834875,103,34900
76561198065835903,84,220
76561198065839323,1416,7670
Sean1090,88,220
Anablum,565,4000
76561198065848112,996,1250
76561198065849255,11087,8190
76561198065851616,654,33900
Blackbones01,0,300
76561198065853404,486,220
76561198065854385,5190,550
Newjuls,122,20
76561198065856028,3933,249130
Ruhalt,228,10
76561198065865386,0,220
76561198065870146,80,15620
76561198065871076,54,240
76561198065872934,632,4000
76561198065874502,218,4000
Jakanddaxter000,254,105600
Conorbutton45,4459,203140
76561198065875908,31,4000
76561198065877412,5025,105600
76561198065877494,0,4000
Fiinster,2502,550
76561198065880220,0,70
76561198065880238,6464,8980
Watofit,85,8930
Ajeet73,0,45400
76561198065884092,24,202970
76561198065886016,124,3830
76561198065886270,57,2400
Pedro2579,644,1900
76561198065888124,143,363970
76561198065889083,431,233270
76561198065889879,1795,730
Mipstergaming,0,3920
Mixopsychosis,1543,110800
76561198065897685,8,10
Trackerjacker215,273,4000
76561198065901674,687,240
76561198065902279,845,240
76561198065905360,1135,550
76561198065907021,52095,4000
76561198065907261,2092,550
76561198065922724,253,550
76561198065923401,1697,4000
Omcdo,1480,240
76561198065930294,13351,4000
76561198065931302,4181,4000
Hentaiecchiotaku,188,3830
76561198065933264,727,220
Saltnpepasquid,812,3830
76561198065940365,1207,4000
76561198065940415,14,240
76561198065940908,228,240
Thiago2010ful,120,4000
76561198065944171,72,220
76561198065944591,4926,4000
76561198065944920,297,8930
Samc12345,20771,105600
76561198065948505,0,1510
Shinidaiko,2334,240
76561198065951606,305,4000
76561198065955234,3102,4000
76561198065955655,1,1200
76561198065956529,64,220
76561198065957503,612,91600
76561198065961469,3358,200510
Derpingkoala,274,220
76561198065970599,15,113200
76561198065973214,129,265930
Gummyos,0,240
Star_blaze,12484,4000
Just253,256,55230
76561198065979633,190,238260
Nazipotato,488,240
76561198065985593,4,11610
76561198065986595,75,7940
Phsky,12,19900
76561198065988050,4125,105600
76561198065989468,240,220
76561198065989990,1911,63380
76561198065990570,24812,4000
76561198065991418,19,10500
Daussss,2890,65800
Ponkypine,22195,4000
76561198066000417,23,240
76561198066003829,2184,550
2222224444555985,15286,240
Se7en-pounds,29005,10
76561198066014662,1579,63380
Zzeee,59,4000
Dr_evilcat,14550,105600
76561198066018279,252,41500
76561198066019021,2241,4000
Xmedian,131,70
76561198066028565,244,4000
76561198066034433,0,110800
76561198066038606,5118,22380
Rainbow_carrots,0,220
76561198066038826,1190,620
76561198066041424,16859,49520
76561198066042308,163,35140
76561198066042664,13881,1250
76561198066043730,3,4000
76561198066047114,214,105600
76561198066047254,822,730
76561198066054470,242,240
76561198066054714,900,240
Leuiecsgo,253,4000
Sunnydazeex,0,3830
76561198066061218,4260,33930
76561198066061997,5240,10090
76561198066062130,55,300
76561198066062669,4404,550
76561198066063711,21099,105600
76561198066064562,177,105600
76561198066070645,102,55230
76561198066071761,31,320
76561198066071913,0,3830
76561198066076039,0,17080
Thephoenixredemption,0,220
76561198066082633,6714,550
76561198066083255,105,240
Stratex5,3745,4000
76561198066093993,70,230410
76561198066097882,1154,620
76561198066102832,2495,105600
76561198066104302,6489,49520
76561198066109718,4325,4000
Fabiopotato,280,240
76561198066117512,4894,4000
76561198066119356,2210,240
76561198066122146,802,105600
Ronanlo,138,4000
76561198066130445,0,3320
Rekwah,307,4000
76561198066134535,129,10180
76561198066134554,63,24240
76561198066137825,51,220
Campar,6614,4000
76561198066140301,145,550
76561198066140787,393,10180
76561198066143243,105,218230
76561198066145523,330,240
Tadlicated,0,1600
76561198066150165,6875,221380
76561198066150781,432,208090
76561198066154838,1028,240
76561198066155630,740,47810
76561198066160162,1041,220
Xvidet,4232,730
76561198066173130,82,220
Tomscam,2750,4000
76561198066176653,56,208090
Rhirhirhitard,781,220
76561198066178108,2480,22380
Hydreigon_44,50255,730
Bigfhustle,114,55150
76561198066182208,13097,10500
76561198066183152,110,6850
76561198066185335,0,50
Quin_n,917,4000
Mexicannascar,1484,240
76561198066188732,17,10
Hot_rod_boost_ricky,1860,550
76561198066197413,2309,70000
Hudsl10,68,4000
76561198066202731,323,10090
Toothless_agression,70,70
76561198066206341,217,220
Coil71,100,10
76561198066215699,394,70
76561198066221404,9021,105600
Ninjabunnywabbit,6803,4000
76561198066228694,51,240
76561198066229728,16,4000
76561198066232711,116,550
Bananabomb300,81,220
76561198066239528,1423,730
Sammyishere,5104,4000
Scott-w,0,7000
76561198066244156,18,4000
76561198066245854,365,620
76561198066246434,77,34030
76561198066246842,113,1520
76561198066247086,209,300
Xbradie,157,240
76561198066254426,2028,32800
Red-fox_lion,3709,4000
Risingforce80,26,4000
76561198066258677,2588,620
76561198066261069,74,22370
76561198066262799,0,20
Captaintroll12,14,3830
Bailzz,1291,4000
76561198066266742,376,207230
76561198066267424,0,3830
76561198066267756,236,730
76561198066268943,16756,4000
76561198066269210,0,105600
76561198066269300,15646,240
76561198066269377,71,15620
76561198066269382,2838,208090
76561198066272407,593,730
76561198066273069,320,620
76561198066273317,2421,240
76561198066277854,570,4000
76561198066278509,3033,105600
76561198066279611,1,39120
Kingiovanni,0,32800
76561198066285369,0,4560
76561198066287605,13,12330
76561198066294848,0,237110
76561198066301097,619,10
76561198066301885,8392,4000
76561198066302066,257,550
76561198066302125,117,105600
76561198066303680,6736,34030
War_to_hell,3606,4000
76561198066304859,566,220
Cwamypoo,145,400
76561198066305975,1697,4000
76561198066308613,1640,17390
Xdomokunn,232,220
76561198066313068,10260,4000
76561198066315526,328,4000
76561198066316646,0,57200
76561198066319085,6048,4000
76561198066320281,213,4000
Wateriermonkey7,385,57300
76561198066321552,17609,105600
Creationstheoneandonly,4653,50300
Jbequan,3984,105600
76561198066331702,4085,240
76561198066332975,1283,4000
76561198066333049,992,10
Downundaarrest,3273,1250
76561198066339741,52,49520
76561198066340639,21,220
76561198066340851,167,240
76561198066341894,142,240
76561198066342635,1430,219640
Thefistinator,0,3910
76561198066354414,7,206210
76561198066359494,0,102700
76561198066362226,1349,3830
76561198066364129,6228,8190
76561198066364814,9355,4000
Forgnargnargnaria,0,33900
Thenuclearspud,110,4000
76561198066369838,681,40300
76561198066371009,16968,620
76561198066371440,379,4000
Floatzing-th,5,49800
76561198066372722,11428,550
76561198066375266,1178,4000
76561198066377074,1,220
76561198066379948,2153,240
76561198066380534,3017,4000
76561198066381580,782,4000
76561198066382372,559,204300
76561198066382376,149,550
76561198066382530,706,550
76561198066389433,2955,10090
Xmxcxninjax777x,14056,4000
Sam_allen1,235,240
76561198066396412,895,240
76561198066396517,201,105600
76561198066397865,2870,220240
76561198066398313,51,10
76561198066401961,1868,240
76561198066403469,1274,202970
76561198066404251,935,4000
Bennyd09,0,240
76561198066413831,53,550
76561198066418103,0,242720
Kickgamer,37,10
76561198066423960,27,4920
76561198066430834,0,10
76561198066437347,1244,10
76561198066437737,42921,105600
76561198066439308,83,208090
Ultimetia,0,17470
76561198066440534,1780,220
76561198066441288,7472,4000
Hakjosh,0,17470
76561198066443888,1200,730
Zeldexkiller,52337,730
Matt1255555,370,4000
76561198066448654,10372,4000
76561198066450058,389,220
76561198066450369,19,22300
76561198066453606,171,38410
76561198066455652,295,4000
76561198066458593,385,4000
76561198066458827,2212,4000
76561198066459223,34,214420
76561198066463390,38,417860
Dementedswag,172,240
76561198066465067,3539,105600
76561198066465600,448,730
76561198066467349,222,4000
76561198066470739,1304,6060
Swarisloveswarislife,1420,240
76561198066474321,152,400
76561198066476085,0,109600
76561198066476297,79,10
76561198066481907,529,550
76561198066485990,9676,4000
Phoenix2046,26,620
76561198066504784,3744,237310
Stuffypuffy,52,17390
76561198066506706,13359,8930
76561198066506850,5629,4000
Aidel,243,212680
76561198066512672,0,3483
76561198066513076,674,500
76561198066513402,4950,49520
Chivz,104,220
76561198066516923,4655,4000
76561198066518975,68,550
76561198066519378,67,730
76561198066521061,4589,105600
Lachiesdabomb,1813,32800
76561198066521422,31,42910
76561198066521732,941,8190
1607426135,1869,4000
76561198066527501,1508,550
76561198066528445,27186,4000
76561198066531237,537,400
76561198066532119,1155,12120
76561198066533707,15,22610
76561198066537059,3352,50130
Yurisahao,29726,4000
76561198066549984,351,730
343574890,401,4000
76561198066551255,174,550
76561198066555200,78,240
Brotherjovan,3160,4000
Mttheuz,210,4000
76561198066560247,71,105600
Gaming_lover,11857,240
76561198066563441,803,4000
76561198066563897,16418,4000
Withsauceandawetsuit,1369,220
76561198066575229,36,91600
76561198066576844,89,220860
76561198066578003,1107,620
Sasukeuchiha,310,240
76561198066580442,49,10
76561198066581187,21675,4000
76561198066581358,2260,4000
76561198066584076,792,4000
Inflarerior,16,240
76561198066586812,201,4000
76561198066586877,688,15620
76561198066592795,237,216110
76561198066595883,69,4000
76561198066596472,52,224540
76561198066597519,331,550
Xfatboy47x,426,620
76561198066602241,297,4000
76561198066602491,1160,218680
76561198066605030,186,205910
76561198066607299,64,240
76561198066612036,694,6060
Sompong333,33,240
76561198066622193,43640,4000
76561198066622733,2280,220
76561198066629178,1339,105600
76561198066629598,239,10
76561198066631198,1887,10
Fredwidge,76,15620
76561198066634948,30,227940
76561198066635684,492,221380
Mclovinaus,309,105600
Zjhipkins,349,4000
Josh60121,2307,730
76561198066642090,1467,3590
76561198066643622,35,55150
Thegameruntamed,466,22370
Strayacunnys,571,10180
Miraco12,236,218230
76561198066651883,74,240
76561198066652338,4517,550
76561198066653567,0,17300
Sedesi,16916,4000
76561198066657021,267,42910
76561198066658417,335,291480
76561198066658882,16086,4000
76561198066663945,38101,550
76561198066666695,785,48000
76561198066668960,46657,4000
Trinityz,0,214360
76561198066674501,48,320
76561198066675582,122,15620
76561198066676897,0,105600
76561198066679645,184,91200
76561198066681595,542,240
76561198066683220,634,91600
76561198066684294,140,240
Lizzy_lou11,19,40930
Jlbgold,0,208090
Harman8r,35,3830
76561198066701973,1398,24240
76561198066704836,8962,4000
76561198066705452,1957,8190
76561198066707402,90,22100
Rielle20,629,4000
Caqui99,386,70
76561198066714184,0,10
Venom213,18890,240
76561198066717154,203,109600
76561198066717816,30421,240
76561198066718444,2802,4000
76561198066719678,1167,105600
76561198066722139,3406,4000
76561198066722478,32,10
Cookieclash,109,400
76561198066725329,99,400
Carbontumlin,81,4000
76561198066727475,6244,4000
76561198066727780,74,1200
76561198066727890,1344,220
Legolasd,509,4000
76561198066734286,562,550
76561198066738250,105,212680
76561198066739045,1,10180
76561198066739818,1,220
76561198066741350,486,22380
Pukathon,601,1250
76561198066747107,548,55230
76561198066750687,16073,8930
Camzarg,9274,4000
76561198066759786,2744,4000
76561198066763904,1217,3830
Daisyw,7,280
Drmaggie,0,34900
76561198066767984,141,20570
Laughingpanda,233,34030
76561198066775348,3703,24240
76561198066776523,1933,4000
76561198066777958,1208,550
76561198066778529,1864,550
76561198066778792,0,3830
Mozzy1337,961,4000
Yesiamtall,2878,4000
76561198066782768,574,4000
76561198066782826,223,220
76561198066783029,665,105450
76561198066783139,48,304930
76561198066783147,416,24960
76561198066783204,1367,19900
76561198066784792,1676,4000
Thedrage,1738,4000
Envixx,370,550
76561198066792533,333,4000
13salva,5057,550
Fknnysmate,0,1200
76561198066802333,112,220
76561198066804829,9785,4000
76561198066805116,84,105600
76561198066807290,788,220
76561198066808957,21,240
76561198066810706,492,206210
Mrlollipop,849,620
76561198066815431,2928,4000
76561198066820029,61,304930
76561198066821474,421,730
76561198066822386,0,300040
76561198066825724,172,220
76561198066827013,312,4000
76561198066828326,9023,4000
Bendova132,7,240
76561198066831521,2150,105600
76561198066834068,5529,105600
76561198066834342,310,20500
Mrelf,3292,4000
76561198066835730,1266,4000
76561198066837681,97,17300
Aqualazor,22,20
76561198066838524,8856,4000
Mezmuz,121,10
76561198066839540,386,17410
76561198066841990,615,212680
111190869,349,240
76561198066843546,5430,4000
76561198066843600,382,4000
76561198066844380,1295,4000
Ref1uxx,48616,550
76561198066850824,233,4000
76561198066851451,155,34830
Urbxn,1168,55230
Ashley6883,18,42910
76561198066855919,14444,4000
76561198066856863,25958,4000
76561198066860165,993,113200
76561198066863911,0,3590
76561198066865611,740,225840
76561198066867520,644,550
76561198066870265,2087,550
76561198066872262,129,240
76561198066873115,752,224540
76561198066873790,831,250320
76561198066882828,486,208090
76561198066884083,382,108800
76561198066884870,186,550
76561198066885306,0,227940
76561198066886983,12009,10500
76561198066887366,540,4000
76561198066887480,2136,620
76561198066893987,187,1200
Byounggun,1124,240
76561198066899661,533,2610
76561198066899978,2041,105600
Nataaloli,7451,620
76561198066903977,1412,620
Jamiegocke,2227,4000
76561198066905703,6818,4000
76561198066906451,204,4000
76561198066906695,3,16720
76561198066907802,5618,105600
76561198066908649,21,8190
76561198066908782,821,105600
Ad3n,6639,4000
76561198066920208,35,240
76561198066920357,0,211500
76561198066920512,2429,50130
76561198066921082,0,240
76561198066921536,587,240
76561198066927691,0,20
76561198066929991,1710,4000
76561198066935199,270,620
76561198066936086,12845,730
76561198066939198,476,1250
Mezulu,1112,240
76561198066944813,2935,4000
76561198066948279,1383,220
76561198066949312,164,4000
76561198066958160,29,240
Dinoto,2395,4000
76561198066960969,6538,113200
76561198066961576,8,240
76561198066961751,8965,4000
76561198066962088,10,10
34565754,801,240
76561198066966887,6938,240
76561198066969270,2992,105600
76561198066973091,9087,8190
_-divich,583,4000
76561198066974978,1476,42910
Corey12098,1466,1250
76561198066976132,3095,10
76561198066976180,20421,4000
Chenzie,98,220
76561198066980479,139,105600
76561198066983120,96,17410
76561198066984492,985,4000
76561198066986281,23,13520
Lpthtf2,379,65800
76561198066991903,374,4000
Niggazuca,146,104200
Ghchycfgftyghj,11605,4000
76561198066995276,3000,4000
Xdstrange,2005,240
Yaboyjustin,1896,300
76561198067013218,10797,105600
Angelzasian,1642,240
76561198067014336,0,20
Dhansvid,3295,4000
76561198067019468,1918,4000
Left_shark,149,240
Squidshaker,1566,48700
Iiibbbzzz,16,240
76561198067025155,2785,204300
Moist_banana,17,4000
76561198067029471,1,550
76561198067029795,66,220
76561198067029799,442,620
76561198067034890,1034,105600
76561198067036991,0,17080
76561198067037780,1165,4560
76561198067042309,912,8190
76561198067043307,1091,202970
76561198067044085,6967,105600
76561198067044556,257,4000
Lolmanno,12180,4000
76561198067045805,796,400
76561198067054643,330,4000
76561198067057443,5090,105600
76561198067057459,570,219640
1sttperson,615,4000
76561198067062639,2239,22380
76561198067066477,250,2100
76561198067069529,124,4000
Pablow12345,3724,4000
76561198067072026,2475,620
76561198067074635,173,57300
76561198067077093,852,620
76561198067079596,9708,4000
Dedontheinside,1370,4000
76561198067081484,3468,4000
76561198067084048,1064,550
Punlio,1,70
76561198067085597,3201,6860
Tinebanana,15235,550
76561198067089842,0,70
76561198067097189,77329,4000
76561198067097287,834,113200
76561198067098292,954,4000
Anxiousfool,4200,240
76561198067100842,1775,4000
76561198067100865,2678,4000
76561198067101173,1925,220
76561198067103664,2703,240
Animehex,962,220
7meli,9,70000
76561198067106708,42780,240
Storagenez,2607,10
76561198067108494,125,240
76561198067110689,600,108700
Gabethedoggod,9489,4000
76561198067117953,0,42700
76561198067118517,1588,550
76561198067119489,9527,22380
Katie78790,323,105600
76561198067122805,219,22600
76561198067123137,18346,4000
Classicloser,524,240
Pepsi08,22,240
76561198067127217,552,4000
76561198067128005,1431,240
76561198067129181,1174,240
76561198067130377,983,4000
Ackkracck,269,4000
76561198067136777,148,31290
76561198067138505,337,4000
76561198067143693,14475,4000
76561198067145269,0,400
76561198067146126,9635,550
76561198067158190,19546,48700
76561198067158516,1057,204880
Xxzombi3kill3rxx,151,4000
76561198067161332,176,240
Goldmuddy123,0,240
Imranfarook,193,730
76561198067168420,871,1250
76561198067169198,45,4000
Drvengele,216,220
Mattosization,10,4000
76561198067174900,242,240
76561198067176208,1285,550
Thatevilgenius,398,240
Engika,3777,4000
76561198067184302,980,22230
Whcm86,945,550
76561198067194210,355,105600
76561198067194776,602,49600
76561198067196502,3790,240
76561198067200141,615,240
76561198067200711,58,15700
76561198067200849,65289,4000
Kozzaboiii,310,240
76561198067208943,214,400
Chatersz,2548,49520
76561198067213097,396,4000
76561198067215053,1484,105600
76561198067215693,546,105600
76561198067217131,108,240
Nakeeyson,94,33900
76561198067220885,65,107100
76561198067228224,175,4000
Yourrealdaddy,0,240
76561198067230276,3315,4000
76561198067232057,47,102600
76561198067234675,224,4000
76561198067237953,130,3310
Freshfoodpepl,135,102600
76561198067240911,732,4000
76561198067241455,2739,4000
76561198067242970,10444,240
76561198067243186,25440,550
76561198067244350,19,320
Fruitloopsluvmuffin,583,240
76561198067251322,10904,550
76561198067260542,12655,105600
76561198067262663,1401,4000
76561198067262677,93,240
76561198067262700,13946,240
76561198067266515,3963,4000
76561198067268418,668,220
Ku4er,3752,240
Dynamoburrito,102,4000
Goawayleavemealone,24670,4000
76561198067273302,657,105600
Patrickkd1,237,70
76561198067274652,951,4000
76561198067276217,428,620
76561198067277920,9628,16600
76561198067293187,2856,240
76561198067293537,4927,4000
76561198067299465,224,42910
Gaahleandro,310,48000
76561198067319015,6648,1250
76561198067320593,0,8190
76561198067329420,1782,240
Jeshdotcom,1038,240
Pantsmcgee,1036,4000
76561198067337536,3,200210
76561198067337951,448,550
Denizyanki,12,4000
Agentkcirtap,42,224540
Harrisonsteam34,44555,4000
76561198067339920,3195,22380
76561198067340204,1,17390
76561198067341415,999,105450
76561198067342582,651,55230
76561198067345052,0,24800
E-v-e,136,550
4hwei,487,10
76561198067350676,839,24240
76561198067352074,6384,240
Jk2013-2,3857,6860
76561198067354912,4887,4000
76561198067356497,105,220
Nuggie135,8,240
Garyoak98,484,4000
76561198067363479,410,4000
76561198067364028,310,219640
76561198067365702,674,24980
76561198067371563,737,4000
76561198067372236,1503,32370
76561198067372768,5643,200210
76561198067373893,0,220
76561198067374053,0,208090
Microsoftwordwastaken,666,220
Z3r0army233,72,220
76561198067380609,58,4000
76561198067387881,1076,550
76561198067390601,1182,550
76561198067408882,652,4000
76561198067415737,714,304930
76561198067418800,4,220
76561198067424445,890,550
76561198067425012,63,57740
76561198067426453,12423,550
Thisiswhereitsat,2300,4000
Starkiller17890,714,240
76561198067430814,2725,730
76561198067431380,26,17300
76561198067431798,631,4000
76561198067435405,935,220
Jakobrocks2,25,33930
76561198067437467,108891,240
76561198067438104,0,363970
76561198067438718,27308,4000
Legocaptain,24,400
76561198067439400,54,218230
76561198067444631,42,8190
76561198067451342,954,550
76561198067453419,649,240
76561198067456747,3221,105600
76561198067457365,1270,10
76561198067470116,123,32370
Djjafeth,797,4000
76561198067479880,988,205100
76561198067488414,30,550
76561198067489410,118713,4000
Volorex,32300,240
76561198067492431,25145,4000
76561198067493466,0,273110
76561198067494014,588,240
Mr_monkey09,664,4000
76561198067498560,19,220
Mir007,6681,34030
76561198067501358,80,42700
76561198067504958,7881,4000
76561198067505065,374,730
76561198067507596,609,730
Glorytothedprk,24,2610
76561198067515585,62,48700
76561198067518878,0,320
76561198067519201,11547,4000
76561198067519547,149,105600
76561198067527418,363,550
Devanirnalda,226,2700
76561198067531294,4,15700
76561198067531628,46544,4000
76561198067532379,189,8850
76561198067546927,30,104700
76561198067550958,17,20
Jcksm61,1262,4000
76561198067559021,9,17080
76561198067560101,360,500
Brrownbearr,244,4000
Quepongoaqui,1101,4000
76561198067567966,2725,240
Bumbletime,352,105450
76561198067570821,181,104900
Trolowik,4844,4000
76561198067575038,325,4000
I_wonder_sweg,1,70
76561198067579900,1367,4760
Swtdream,12898,4000
76561198067581711,709,550
76561198067583396,137,220
Leskoot,207,240
Knightsofarkham,231,45100
76561198067592961,2169,65800
Imjacobhd,1355,413150
76561198067593570,163,4000
76561198067602706,108,220
76561198067607507,274,400
Lerroy_50,9,17470
76561198067612244,5414,4000
76561198067613878,2701,4000
76561198067616196,141,65800
76561198067618026,942,109600
76561198067622774,3373,550
76561198067626189,6852,730
76561198067628462,0,10
76561198067633808,1633,4000
76561198067635677,5794,550
76561198067637207,947,620
